  -2.00000  9        2.3229846336        3.9005420000        4.1662680000        3.6593080000        1.9291900000        1.7731190000        1.9092970000        2.0248990000        2.5353000000       -2.1974292928       -0.8919067000       -0.0351003700        1.2849290000        1.4470000000       -0.0398000000       -1.1018000000       -2.2801230000       -2.6544710000       -0.0228879150       -0.0178411715       -0.0224276069       -0.0213717158       -0.0194306205       -0.0187161789       -0.0173694819       -0.0469603362        0.0085007550        0.0000000000        0.0016032721        0.0001348432        0.0005545045        0.0032962509        0.0020736154        0.0038045046       -0.0697847568        0.0468486143
  -1.99500  9        2.3229744971        3.9005000000        4.1663000000        3.6593000000        1.9292000000        1.7731000000        1.9093000000        2.0249000000        2.5353000000       -2.1973534769       -0.8919000000       -0.0351000000        1.2849000000        1.4470000000       -0.0398000000       -1.1018000000       -2.2801000000       -2.6545000000       -0.0229133671       -0.0176849183       -0.0225451170       -0.0213270529       -0.0193923235       -0.0187590254       -0.0173820538       -0.0469656232        0.0085031477        0.0000000000        0.0016610676        0.0001078815        0.0005801175        0.0033567824        0.0020650629        0.0038133051       -0.0697250307        0.0468854548
  -1.99000  9        2.3228732357        3.9005000000        4.1663000000        3.6593000000        1.9292000000        1.7731000000        1.9093000000        2.0249000000        2.5353000000       -2.1975604269       -0.8919000000       -0.0351000000        1.2849000000        1.4470000000       -0.0398000000       -1.1018000000       -2.2801000000       -2.6545000000       -0.0227595447       -0.0185165569       -0.0227930853       -0.0210031886       -0.0188302687       -0.0185871386       -0.0178258171       -0.0468411288        0.0085304074        0.0000000000        0.0013471927       -0.0000098245        0.0006423416        0.0037441765        0.0020730445        0.0034020261       -0.0698081566        0.0466817171
  -1.98500  9        2.3226280821        3.9005000000        4.1663000000        3.6593000000        1.9292000000        1.7731000000        1.9093000000        2.0249000000        2.5353000000       -2.1964496008       -0.8919000000       -0.0351000000        1.2849000000        1.4470000000       -0.0398000000       -1.1018000000       -2.2801000000       -2.6545000000       -0.0233121953       -0.0191860643       -0.0223188338       -0.0206066165       -0.0181284729       -0.0185257851       -0.0181852185       -0.0470112650        0.0082340373        0.0000000000        0.0013110724        0.0002909783        0.0009878685        0.0049308753        0.0023781377        0.0035369406       -0.0687275464        0.0469998881
  -1.98000  9        2.3223964310        3.9005000000        4.1663000000        3.6593000000        1.9292000000        1.7731000000        1.9093000000        2.0249000000        2.5353000000       -2.1953704522       -0.8919000000       -0.0351000000        1.2849000000        1.4470000000       -0.0398000000       -1.1018000000       -2.2801000000       -2.6545000000       -0.0237660565       -0.0198179100       -0.0221019697       -0.0205989768       -0.0174785094       -0.0184564644       -0.0185940781       -0.0470872786        0.0080050351        0.0000000000        0.0012550139        0.0004874792        0.0011549419        0.0059729070        0.0026381415        0.0035685431       -0.0676498904        0.0472670917
  -1.97500  9        2.3222125784        3.9005000000        4.1663000000        3.6593000000        1.9292000000        1.7731000000        1.9093000000        2.0249000000        2.5353000000       -2.1944553029       -0.8919000000       -0.0351000000        1.2849000000        1.4470000000       -0.0398000000       -1.1018000000       -2.2801000000       -2.6545000000       -0.0240468954       -0.0205521176       -0.0220804018       -0.0208003521       -0.0168812761       -0.0184011817       -0.0190994326       -0.0470382269        0.0078871253        0.0000000000        0.0011112034        0.0005761091        0.0011829328        0.0068006004        0.0028051500        0.0034137142       -0.0666971414        0.0474448669
  -1.97000  9        2.3220535434        3.9005000000        4.1663000000        3.6593000000        1.9292000000        1.7731000000        1.9093000000        2.0249000000        2.5353000000       -2.1936662116       -0.8919000000       -0.0351000000        1.2849000000        1.4470000000       -0.0398000000       -1.1018000000       -2.2801000000       -2.6545000000       -0.0241986355       -0.0212319802       -0.0220575541       -0.0208615512       -0.0163316932       -0.0183678672       -0.0196819163       -0.0468933369        0.0078445880        0.0000000000        0.0009434572        0.0006272736        0.0012152562        0.0074613091        0.0028971525        0.0031165371       -0.0658382274        0.0475510381
  -1.96500  9        2.3218895110        3.9005000000        4.1663000000        3.6593000000        1.9292000000        1.7731000000        1.9093000000        2.0249000000        2.5353000000       -2.1930064272       -0.8919000000       -0.0351000000        1.2849000000        1.4470000000       -0.0398000000       -1.1018000000       -2.2801000000       -2.6545000000       -0.0242565515       -0.0217208672       -0.0219408327       -0.0207771311       -0.0158391671       -0.0183568677       -0.0202932000       -0.0466823947        0.0078300034        0.0000000000        0.0008065412        0.0006784502        0.0012666091        0.0079794814        0.0029314504        0.0027346912       -0.0650658569        0.0475663380
  -1.96000  9        2.3217030632        3.9005000000        4.1663000000        3.6593000000        1.9292000000        1.7731000000        1.9093000000        2.0249000000        2.5353000000       -2.1924401210       -0.8919000000       -0.0351000000        1.2849000000        1.4470000000       -0.0398000000       -1.1018000000       -2.2801000000       -2.6545000000       -0.0242883514       -0.0219847738       -0.0217864590       -0.0206540500       -0.0153986515       -0.0183807958       -0.0209176429       -0.0464596859        0.0077812847        0.0000000000        0.0007328725        0.0007329688        0.0013225863        0.0084240303        0.0029353470        0.0023255785       -0.0643479470        0.0475007701
  -1.95500  9        2.3214984037        3.9005000000        4.1663000000        3.6593000000        1.9292000000        1.7731000000        1.9093000000        2.0249000000        2.5353000000       -2.1919339233       -0.8919000000       -0.0351000000        1.2849000000        1.4470000000       -0.0398000000       -1.1018000000       -2.2801000000       -2.6545000000       -0.0243275509       -0.0220977912       -0.0216767625       -0.0205207637       -0.0150083310       -0.0184466157       -0.0215712346       -0.0462522784        0.0076812855        0.0000000000        0.0007094857        0.0007766478        0.0013850721        0.0088287786        0.0029220329        0.0019014282       -0.0636602001        0.0473764421
