  -2.00000    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  -1.99500   -5.29899E+02   -2.74694E+01   -3.43434E+01   -4.15709E+01   -4.66234E+01   -4.74512E+01   -4.50650E+01   -4.26037E+01   -4.24447E+01   -4.53530E+01   -5.04352E+01   -5.44133E+01   -5.28147E+01   -4.42879E+01   -3.15353E+01   -1.69028E+01   -1.45122E+00    1.37339E+01    3.32871E+01    5.87171E+01    9.75235E+01    1.13225E+02    1.09998E+02    1.16181E+02    1.38888E+02    1.50877E+02    1.26935E+02    8.94803E+01    3.45857E+01   -3.33907E+01   -9.44988E+01   -1.32952E+02   -1.46307E+02   -1.35264E+02   -9.82885E+01   -3.56098E+01    3.92436E+01    1.01402E+02    1.37569E+02    1.47794E+02    1.33732E+02    9.47138E+01    3.32309E+01   -3.49295E+01   -8.96692E+01   -1.26422E+02   -1.48534E+02   -1.32404E+02   -1.02318E+02   -8.54259E+01   -7.82958E+01   -5.92277E+01   -3.71661E+01   -6.64652E+00    1.72493E+01    3.61534E+01    4.64407E+01    4.67327E+01    3.76955E+01    1.58871E+01   -2.76704E+00   -1.93466E+01   -2.89262E+01   -3.07309E+01   -2.76236E+01   -2.31680E+01   -1.94297E+01   -1.70580E+01   -1.61078E+01   -1.65294E+01   -1.83397E+01   -2.16905E+01   -6.88384E+00   -6.46890E+00   -5.43148E+00   -5.73241E+00   -6.05764E+00   -8.34221E+00   -9.06809E+00   -9.46601E+00   -9.41098E+00   -8.81121E+00   -7.71517E+00   -6.36208E+00   -5.49342E+00   -3.91104E+00   -1.93237E+00   -8.73518E-02    1.04715E+00    2.01494E+00    3.54459E+00    4.65871E+00    5.25362E+00    5.32904E+00    4.98403E+00    4.36760E+00    4.06029E+00    4.67342E+00    3.89841E+00
  -1.99000    6.68365E+03   -1.03883E+02   -1.27097E+02   -1.50594E+02   -1.65447E+02   -1.63875E+02   -1.47693E+02   -1.25743E+02   -1.09062E+02   -1.14924E+02   -1.46290E+02   -1.75442E+02   -1.77797E+02   -1.49236E+02   -1.02286E+02   -4.75870E+01    8.52858E+00    6.48873E+01    1.37012E+02    2.28561E+02    3.70396E+02    4.29625E+02    4.25221E+02    4.50770E+02    5.29888E+02    5.71756E+02    4.93589E+02    3.64856E+02    1.74903E+02   -5.93474E+01   -2.70425E+02   -4.06046E+02   -4.60510E+02   -4.40456E+02   -3.43485E+02   -1.67903E+02    4.97320E+01    2.36632E+02    3.52515E+02    3.94125E+02    3.59880E+02    2.41058E+02    4.29248E+01   -1.81910E+02   -3.64762E+02   -4.87280E+02   -5.57312E+02   -4.99218E+02   -3.92479E+02   -3.28116E+02   -2.95140E+02   -2.21354E+02   -1.44862E+02   -2.71114E+01    6.71792E+01    1.43574E+02    1.91696E+02    2.09584E+02    2.10835E+02    1.72769E+02    2.15377E+02    3.42644E+02    5.55033E+02    6.68152E+02    5.17815E+02    2.80009E+02    1.11642E+02    1.97616E+01   -2.65975E+01   -5.11117E+01   -6.73147E+01   -8.26027E+01    2.07002E+01    4.22188E+01    4.67388E+01    5.93889E+01    7.67576E+01    1.15286E+02    9.84031E+01    7.49411E+01    5.68530E+01    4.03497E+01    2.33961E+01    6.65707E+00   -4.67990E+00   -1.69808E+01   -3.18567E+01   -4.16363E+01   -3.82031E+01   -2.44715E+01   -3.40791E+00    5.53918E+01    1.82909E+02    4.32828E+02    8.60130E+02    1.22840E+03    8.62554E+02    4.80880E+02    3.29471E+02
  -1.98500    2.45788E+03   -1.80446E+02   -2.22621E+02   -2.63068E+02   -2.87588E+02   -2.83501E+02   -2.51893E+02   -2.05304E+02   -1.64891E+02   -1.69170E+02   -2.27242E+02   -2.85682E+02   -3.00640E+02   -2.64805E+02   -1.94212E+02   -1.03101E+02   -2.26378E+00    9.55242E+01    2.17722E+02    3.66816E+02    5.98971E+02    7.00713E+02    7.08275E+02    7.50765E+02    8.59166E+02    8.99985E+02    7.48133E+02    5.01324E+02    1.52781E+02   -2.64977E+02   -6.45653E+02   -8.99868E+02   -1.00114E+03   -9.42290E+02   -7.12460E+02   -3.21176E+02    1.47202E+02    5.50308E+02    8.01881E+02    8.88752E+02    8.17038E+02    5.89944E+02    2.31956E+02   -1.68036E+02   -5.02172E+02   -7.35632E+02   -8.70739E+02   -8.00835E+02   -6.46002E+02   -5.41367E+02   -4.75392E+02   -3.49429E+02   -2.32645E+02   -3.01444E+01    1.35201E+02    2.67646E+02    3.51401E+02    3.80408E+02    3.70706E+02    2.53299E+02    2.29517E+02    2.37515E+02    2.79055E+02    3.00583E+02    2.55231E+02    1.64207E+02    7.34325E+01    4.33629E+00   -4.39178E+01   -7.90946E+01   -1.08851E+02   -1.39317E+02   -4.81395E+01   -4.34917E+01   -3.27262E+01   -8.85966E+00    2.03671E+01    4.59020E+01   -1.31605E+01   -7.36176E+01   -1.06046E+02   -1.13851E+02   -1.04038E+02   -8.41536E+01   -7.37498E+01   -5.16559E+01   -1.69760E+01    1.98583E+01    4.94834E+01    8.39236E+01    1.44779E+02    2.16007E+02    2.97831E+02    3.80807E+02    4.30502E+02    4.26240E+02    4.03903E+02    4.01554E+02    2.94957E+02
  -1.98000    1.28586E+03   -2.48909E+02   -3.10191E+02   -3.65824E+02   -3.96333E+02   -3.83426E+02   -3.23793E+02   -2.28929E+02   -1.34687E+02   -1.25867E+02   -2.29192E+02   -3.41029E+02   -3.84771E+02   -3.50680E+02   -2.62322E+02   -1.40596E+02   -2.07311E+00    1.30123E+02    2.92644E+02    4.85362E+02    7.87240E+02    9.25911E+02    9.52635E+02    1.01044E+03    1.13154E+03    1.16069E+03    9.53073E+02    6.15846E+02    1.49691E+02   -3.98226E+02   -8.96347E+02   -1.23063E+03   -1.35912E+03   -1.26658E+03   -9.41374E+02   -4.05245E+02    2.26954E+02    7.72915E+02    1.11736E+03    1.23654E+03    1.13800E+03    8.32720E+02    3.60084E+02   -1.66641E+02   -6.14021E+02   -9.32171E+02   -1.11526E+03   -1.04580E+03   -8.63429E+02   -7.26905E+02   -6.27692E+02   -4.57641E+02   -3.16069E+02   -4.28666E+01    1.83761E+02    3.63490E+02    4.76258E+02    5.12689E+02    4.86894E+02    2.97828E+02    2.20000E+02    1.53860E+02    1.16413E+02    1.02776E+02    9.61121E+01    7.27137E+01    3.21763E+01   -1.30590E+01   -5.64269E+01   -9.78842E+01   -1.40205E+02   -1.86798E+02   -5.54705E+01   -4.19216E+01   -1.22976E+01    3.91741E+01    1.07031E+02    1.82386E+02    6.28354E+01   -6.65646E+01   -1.39463E+02   -1.64959E+02   -1.58125E+02   -1.32937E+02   -1.14435E+02   -7.34303E+01   -1.85678E+01    3.74812E+01    8.34412E+01    1.24966E+02    1.88280E+02    2.46894E+02    2.91826E+02    3.10698E+02    2.90130E+02    2.53616E+02    2.58759E+02    2.91519E+02    2.29270E+02
  -1.97500   -2.87716E+02   -3.03409E+02   -3.78359E+02   -4.44190E+02   -4.79020E+02   -4.63497E+02   -3.95818E+02   -2.93223E+02   -1.98517E+02   -1.91718E+02   -2.94292E+02   -4.09259E+02   -4.54985E+02   -4.14015E+02   -3.08352E+02   -1.60407E+02    7.85093E+00    1.67748E+02    3.61587E+02    5.86791E+02    9.42366E+02    1.11159E+03    1.15834E+03    1.22898E+03    1.35431E+03    1.36916E+03    1.12076E+03    7.18777E+02    1.70820E+02   -4.64168E+02   -1.03859E+03   -1.42313E+03   -1.56625E+03   -1.44955E+03   -1.06429E+03   -4.42042E+02    2.85332E+02    9.15324E+02    1.31634E+03    1.45580E+03    1.33925E+03    9.81283E+02    4.31077E+02   -1.82580E+02   -7.09712E+02   -1.08830E+03   -1.30502E+03   -1.23857E+03   -1.03689E+03   -8.70880E+02   -7.38181E+02   -5.33317E+02   -3.79725E+02   -5.46185E+01    2.19716E+02    4.36065E+02    5.70202E+02    6.09634E+02    5.64941E+02    3.17000E+02    1.95706E+02    7.98240E+01   -1.77649E+00   -3.31216E+01   -2.21374E+01   -8.56798E+00   -1.48054E+01   -3.86458E+01   -7.36308E+01   -1.16556E+02   -1.66943E+02   -2.25398E+02   -6.32405E+01   -4.21811E+01   -1.18758E+01    2.51451E+01    6.85292E+01    1.17192E+02    2.80862E+01   -7.56723E+01   -1.42396E+02   -1.70712E+02   -1.69223E+02   -1.48933E+02   -1.30921E+02   -8.50657E+01   -2.75544E+01    3.06520E+01    7.95958E+01    1.19285E+02    1.72851E+02    2.15858E+02    2.39724E+02    2.36267E+02    2.01851E+02    1.63848E+02    1.71893E+02    2.04165E+02    1.65008E+02
  -1.97000   -1.04528E+03   -3.04749E+02   -3.74852E+02   -4.34063E+02   -4.65794E+02   -4.56891E+02   -4.07583E+02   -3.34651E+02   -2.75685E+02   -2.87806E+02   -3.81502E+02   -4.82335E+02   -5.17236E+02   -4.63912E+02   -3.40740E+02   -1.69462E+02    2.25573E+01    2.04829E+02    4.22901E+02    6.72380E+02    1.06958E+03    1.26321E+03    1.32781E+03    1.40858E+03    1.53397E+03    1.53460E+03    1.25510E+03    8.06131E+02    2.00948E+02   -4.92638E+02   -1.11659E+03   -1.53203E+03   -1.68157E+03   -1.54598E+03   -1.12046E+03   -4.44377E+02    3.40101E+02    1.01968E+03    1.45356E+03    1.60302E+03    1.47123E+03    1.07465E+03    4.68963E+02   -2.06495E+02   -7.89957E+02   -1.20919E+03   -1.44207E+03   -1.36033E+03   -1.11280E+03   -8.79959E+02   -6.84743E+02   -4.61431E+02   -3.19896E+02    2.15395E+00    2.87432E+02    5.14335E+02    6.52158E+02    6.84172E+02    6.15526E+02    3.18057E+02    1.57386E+02   -7.02242E-01   -1.18956E+02   -1.64843E+02   -1.37917E+02   -9.16627E+01   -6.57144E+01   -6.58488E+01   -8.65082E+01   -1.22475E+02   -1.70451E+02   -2.27998E+02   -8.38519E+01   -6.62370E+01   -3.85269E+01   -2.14978E+01   -3.58341E+00    3.54465E+00   -4.92572E+01   -1.12294E+02   -1.56409E+02   -1.76014E+02   -1.73643E+02   -1.55624E+02   -1.40044E+02   -9.61633E+01   -4.21030E+01    1.24961E+01    5.85794E+01    9.35564E+01    1.35534E+02    1.64369E+02    1.72017E+02    1.50920E+02    9.83323E+01    4.88540E+01    7.43552E+01    1.20207E+02    1.03030E+02
  -1.96500    2.18183E+02   -2.51185E+02   -2.99187E+02   -3.36601E+02   -3.57623E+02   -3.58993E+02   -3.39952E+02   -3.07848E+02   -2.89391E+02   -3.29303E+02   -4.33339E+02   -5.34752E+02   -5.65099E+02   -5.01756E+02   -3.62992E+02   -1.71367E+02    3.95726E+01    2.39890E+02    4.76761E+02    7.44520E+02    1.17420E+03    1.38695E+03    1.46637E+03    1.55488E+03    1.67851E+03    1.66636E+03    1.36286E+03    8.79546E+02    2.34085E+02   -4.99204E+02   -1.15534E+03   -1.58935E+03   -1.74043E+03   -1.58967E+03   -1.13613E+03   -4.25290E+02    3.94013E+02    1.10241E+03    1.55393E+03    1.70597E+03    1.55989E+03    1.13324E+03    4.86263E+02   -2.33854E+02   -8.55900E+02   -1.29837E+03   -1.52879E+03   -1.40714E+03   -1.08007E+03   -7.40956E+02   -4.57224E+02   -2.31470E+02   -1.07804E+02    1.51980E+02    4.05586E+02    6.12647E+02    7.33512E+02    7.45738E+02    6.47717E+02    3.07862E+02    1.11548E+02   -8.24335E+01   -2.30445E+02   -2.87443E+02   -2.46546E+02   -1.71750E+02   -1.15772E+02   -9.07196E+01   -9.21601E+01   -1.13437E+02   -1.48755E+02   -1.92750E+02   -9.96811E+01   -8.56314E+01   -5.55129E+01   -4.32649E+01   -2.82956E+01   -3.28239E+01   -7.77772E+01   -1.28949E+02   -1.62976E+02   -1.76969E+02   -1.73011E+02   -1.55591E+02   -1.43129E+02   -1.04869E+02   -5.71362E+01   -8.65608E+00    3.20594E+01    6.13389E+01    9.18973E+01    1.08325E+02    1.02726E+02    6.74901E+01    3.45976E-01   -5.76237E+01   -1.50599E+01    4.44478E+01    4.82816E+01
  -1.96000    2.12943E+03   -1.82333E+02   -2.05214E+02   -2.19738E+02   -2.29921E+02   -2.40663E+02   -2.49570E+02   -2.54427E+02   -2.71959E+02   -3.39830E+02   -4.61161E+02   -5.70383E+02   -6.00641E+02   -5.30208E+02   -3.78818E+02   -1.70732E+02    5.43188E+01    2.67876E+02    5.17533E+02    7.96578E+02    1.24769E+03    1.47507E+03    1.56984E+03    1.66833E+03    1.79268E+03    1.77152E+03    1.45044E+03    9.42297E+02    2.68332E+02   -4.92413E+02   -1.17034E+03   -1.61672E+03   -1.76898E+03   -1.60901E+03   -1.13889E+03   -4.08102E+02    4.30812E+02    1.15534E+03    1.61647E+03    1.76884E+03    1.61217E+03    1.16450E+03    4.89287E+02   -2.60558E+02   -9.06607E+02   -1.35984E+03   -1.57983E+03   -1.41789E+03   -1.02118E+03   -5.97633E+02   -2.49959E+02   -2.33200E+01    1.16367E+02    3.15028E+02    5.28985E+02    7.08495E+02    8.06469E+02    7.94974E+02    6.67278E+02    2.93258E+02    6.83939E+01   -1.50699E+02   -3.15994E+02   -3.78515E+02   -3.30964E+02   -2.39668E+02   -1.62443E+02   -1.16179E+02   -9.85505E+01   -1.02709E+02   -1.21403E+02   -1.47371E+02   -1.07146E+02   -9.29663E+01   -5.95566E+01   -4.69352E+01   -3.02244E+01   -3.36027E+01   -7.55878E+01   -1.22800E+02   -1.52519E+02   -1.63725E+02   -1.59217E+02   -1.43117E+02   -1.33619E+02   -1.02103E+02   -6.24979E+01   -2.24558E+01    1.03308E+01    3.29378E+01    5.32869E+01    5.99529E+01    4.62134E+01    6.13061E+00   -6.03925E+01   -1.14067E+02   -6.75268E+01   -7.47338E+00    1.03119E+01
  -1.95500    3.07232E+03   -1.25091E+02   -1.28461E+02   -1.26957E+02   -1.30553E+02   -1.48762E+02   -1.78574E+02   -2.12445E+02   -2.59922E+02   -3.51024E+02   -4.85378E+02   -6.00111E+02   -6.30765E+02   -5.56592E+02   -3.98646E+02   -1.83181E+02    4.65589E+01    2.59625E+02    5.02856E+02    7.67876E+02    1.20051E+03    1.43624E+03    1.57141E+03    1.71206E+03    1.86242E+03    1.84937E+03    1.52221E+03    9.98943E+02    3.05641E+02   -4.74554E+02   -1.16853E+03   -1.62522E+03   -1.78145E+03   -1.62022E+03   -1.14560E+03   -4.08695E+02    4.37172E+02    1.16879E+03    1.63549E+03    1.78935E+03    1.62805E+03    1.16930E+03    4.78406E+02   -2.87973E+02   -9.46596E+02   -1.40342E+03   -1.61429E+03   -1.42836E+03   -9.96713E+02   -5.38408E+02   -1.68434E+02    6.64249E+01    2.52808E+02    4.29074E+02    6.21125E+02    7.82635E+02    8.63310E+02    8.31627E+02    6.78892E+02    2.80111E+02    3.64418E+01   -1.94554E+02   -3.62902E+02   -4.25165E+02   -3.80106E+02   -2.87636E+02   -2.01785E+02   -1.42185E+02   -1.09564E+02   -9.83571E+01   -1.01276E+02   -1.10555E+02   -1.09935E+02   -9.30366E+01   -5.77169E+01   -4.57128E+01   -2.98428E+01   -3.14612E+01   -6.45097E+01   -1.02641E+02   -1.26048E+02   -1.34129E+02   -1.29712E+02   -1.16531E+02   -1.09349E+02   -8.44788E+01   -5.43112E+01   -2.49011E+01   -2.33574E+00    1.27561E+01    2.45765E+01    2.47333E+01    8.97327E+00   -2.53870E+01   -7.56591E+01   -1.13063E+02   -7.62651E+01   -2.96806E+01   -7.70707E+00
